cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
q,i,j,c,f,s,n,f,t,p,w,o,v,d,p
q,m,g,a,f,s,n,f,t,p,w,o,v,d,p
k,f,h,a,x,s,n,f,t,p,w,o,v,p,p
h,c,c,a,f,s,n,f,t,p,w,o,v,d,p
h,f,c,b,f,y,e,f,t,p,w,o,v,p,p
n,l,f,c,f,y,e,f,t,p,w,o,v,d,p
a,o,g,a,f,s,n,f,t,p,w,o,v,l,p
c,j,h,b,x,s,e,f,t,p,w,o,v,l,p
m,o,c,b,x,s,n,f,t,p,w,o,v,p,p
b,b,a,c,x,s,e,f,t,p,w,o,v,p,p
m,n,f,a,x,s,e,f,t,p,w,o,v,d,p
a,n,b,c,f,y,e,f,t,p,w,o,v,l,p
g,m,e,a,x,s,e,f,t,p,w,o,v,p,p
c,a,d,b,k,s,e,f,t,p,w,o,v,l,p
n,n,d,b,x,y,e,f,t,p,w,o,v,p,p
r,i,j,a,f,s,n,f,t,p,w,o,v,p,p
k,m,e,c,f,s,n,f,t,p,w,o,v,l,p
f,m,a,b,x,s,n,f,t,p,w,o,v,d,p
d,h,i,b,k,y,e,f,t,p,w,o,v,p,p
c,d,g,b,x,s,e,f,t,p,w,o,v,l,p
j,m,f,b,f,y,n,f,t,p,w,o,v,d,p
k,n,j,a,f,y,e,f,t,p,w,o,v,d,p
b,i,b,a,f,y,n,f,t,p,w,o,v,p,p
r,n,j,b,f,s,n,f,t,p,w,o,v,l,p
a,h,c,c,f,s,e,f,t,p,w,o,v,p,p
p,l,i,c,k,y,n,f,t,p,w,o,v,p,p
c,k,b,b,f,y,e,f,t,p,w,o,v,l,p
o,d,i,b,f,s,e,f,t,p,w,o,v,p,p
m,g,d,a,f,s,n,f,t,p,w,o,v,d,p
m,h,a,b,x,s,n,f,t,p,w,o,v,l,p
n,e,b,a,f,y,n,f,t,p,w,o,v,d,p
s,h,d,c,f,y,e,f,t,p,w,o,v,d,p
p,d,c,a,x,y,e,f,t,p,w,o,v,d,p
c,c,f,b,f,s,e,f,t,p,w,o,v,p,p
s,m,f,b,x,s,n,f,t,p,w,o,v,l,p
g,m,g,b,f,s,n,f,t,p,w,o,v,p,p
f,e,b,a,f,s,n,f,t,p,w,o,v,l,p
g,o,g,c,f,s,e,f,t,p,w,o,v,p,p
p,e,j,b,x,s,g,f,e,p,w,t,n,g,e
l,e,b,a,k,y,n,f,t,p,w,o,v,p,p
a,n,a,b,x,y,e,f,t,p,w,o,v,p,p
q,j,a,c,x,s,n,f,t,p,w,o,v,p,p
h,n,d,c,x,s,n,f,t,p,w,o,v,d,p
e,o,g,c,f,y,e,f,t,p,w,o,v,l,p
h,i,b,b,k,y,n,f,t,p,w,o,v,l,p
r,k,b,c,x,s,e,f,t,p,w,o,v,d,p
g,d,a,c,x,s,n,f,t,p,w,o,v,d,p
j,a,i,c,k,y,n,f,t,p,w,o,v,d,p
o,d,b,c,x,y,e,f,t,p,w,o,v,l,p
r,c,j,a,k,s,n,f,t,p,w,o,v,p,p
p,j,f,c,x,s,n,f,t,p,w,o,v,p,p
i,e,f,b,x,y,e,f,t,p,w,o,v,d,p
l,i,c,b,f,s,e,f,t,p,w,o,v,d,p
e,g,d,a,f,s,n,f,t,p,w,o,v,l,p
e,d,a,b,f,s,n,f,t,p,w,o,v,p,p
a,n,j,b,f,s,e,f,t,p,w,o,v,p,p
a,o,a,b,x,y,e,f,t,p,w,o,v,l,p
h,d,g,b,x,s,e,f,t,p,w,o,v,l,p
k,j,h,c,f,s,n,f,t,p,w,o,v,p,p
p,n,i,a,f,y,e,f,t,p,w,o,v,d,p
g,j,h,b,x,s,n,f,t,p,w,o,v,d,p
i,g,c,c,x,s,e,f,t,p,w,o,v,d,p
f,k,b,a,x,s,e,f,t,p,w,o,v,l,p
q,h,i,b,f,s,e,f,t,p,w,o,v,p,p
q,l,d,c,x,y,e,f,t,p,w,o,v,p,p
i,i,f,a,x,s,n,f,t,p,w,o,v,d,p
s,c,d,a,x,s,e,f,t,p,w,o,v,l,p
j,h,b,b,x,s,e,f,t,p,w,o,v,l,p
g,n,j,a,x,s,n,f,t,p,w,o,v,d,p
h,f,g,a,x,s,n,f,t,p,w,o,v,l,p
h,k,e,a,f,s,e,f,t,p,w,o,v,d,p
j,k,g,c,f,y,e,f,t,p,w,o,v,d,p
p,k,e,a,x,s,n,f,t,p,w,o,v,d,p
g,o,f,c,x,s,e,f,t,p,w,o,v,l,p
a,e,f,c,f,s,n,f,t,p,w,o,v,l,p
l,k,g,a,x,s,n,f,t,p,w,o,v,d,p
p,d,d,a,f,s,e,f,t,p,w,o,v,d,p
m,o,f,a,k,y,n,f,t,p,w,o,v,p,p
h,n,i,a,x,s,n,f,t,p,w,o,v,l,p
h,l,g,a,f,y,n,f,t,p,w,o,v,p,p
f,j,c,b,k,y,n,f,t,p,w,o,v,p,p
a,h,d,c,f,s,e,f,t,p,w,o,v,d,p
h,e,j,b,f,s,n,f,t,p,w,o,v,p,p
e,a,e,a,x,s,e,f,t,p,w,o,v,d,p
c,c,i,b,x,s,n,f,t,p,w,o,v,l,p
r,b,i,b,f,y,n,f,t,p,w,o,v,p,p
g,o,h,b,f,y,n,f,t,p,w,o,v,p,p
m,c,b,c,x,s,e,f,t,p,w,o,v,l,p
j,c,i,c,f,y,n,f,t,p,w,o,v,l,p
n,g,a,a,x,y,e,f,t,p,w,o,v,p,p
s,a,f,a,f,y,n,f,t,p,w,o,v,l,p
i,a,e,c,f,y,e,f,t,p,w,o,v,p,p
a,f,h,b,x,y,e,f,t,p,w,o,v,l,p
d,k,i,a,f,s,e,f,t,p,w,o,v,l,p
p,k,i,c,k,s,n,f,t,p,w,o,v,d,p
d,j,e,b,x,y,e,f,t,p,w,o,v,p,p
c,f,b,c,x,s,n,f,t,p,w,o,v,l,p
f,j,d,a,f,s,e,f,t,p,w,o,v,p,p
i,f,g,c,f,s,e,f,t,p,w,o,v,p,p
q,g,h,c,b,f,g,f,e,p,w,t,s,g,e
o,k,j,c,x,s,n,f,t,p,w,o,v,p,p
r,k,a,c,k,s,n,f,t,p,w,o,v,p,p
m,b,i,a,b,s,n,a,e,p,n,o,v,l,e
q,k,d,a,f,s,n,f,t,p,w,o,v,d,p
q,d,i,b,f,y,n,f,t,p,w,o,v,d,p
s,n,e,a,x,y,e,f,t,p,w,o,v,d,p
h,k,b,b,x,s,e,f,t,p,w,o,v,d,p
r,h,h,a,k,y,c,a,e,p,w,n,c,d,p
c,n,h,c,x,s,e,f,t,p,w,o,v,l,p
r,m,h,a,f,s,n,f,t,p,w,o,v,p,p
q,d,f,c,x,s,n,f,t,p,w,o,v,l,p
m,a,j,b,x,y,e,f,t,p,w,o,v,d,p
l,h,e,b,x,s,e,f,t,p,w,o,v,d,p
f,k,b,b,f,s,e,f,t,p,w,o,v,l,p
d,f,e,a,f,s,n,f,t,p,w,o,v,d,p
n,m,d,c,f,s,n,f,t,p,w,o,v,d,p
p,a,g,c,f,y,e,f,t,p,w,o,v,p,p
q,j,c,b,x,s,e,f,t,p,w,o,v,l,p
g,m,h,c,f,y,e,f,t,p,w,o,v,d,p
j,j,f,b,f,y,n,f,t,p,w,o,v,l,p
e,d,b,b,x,y,e,f,t,p,w,o,v,l,p
o,i,d,a,f,y,e,f,t,p,w,o,v,p,p
o,j,i,c,f,s,e,f,t,p,w,o,v,l,p
p,l,f,a,f,s,e,f,t,p,w,o,v,p,p
k,j,f,c,x,s,e,f,t,p,w,o,v,p,p
d,o,h,b,x,s,e,f,t,p,w,o,v,d,p
j,c,b,a,k,y,e,f,t,p,w,o,v,p,p
k,k,d,b,x,y,e,f,t,p,w,o,v,l,p
m,g,b,b,x,s,e,f,t,p,w,o,v,d,p
f,a,g,c,x,s,n,f,t,p,w,o,v,d,p
m,c,c,c,x,s,n,f,t,p,w,o,v,l,p
b,b,h,c,f,s,n,f,t,p,w,o,v,d,p
h,n,g,b,f,y,n,f,t,p,w,o,v,p,p
h,f,c,c,x,s,e,f,t,p,w,o,v,d,p
q,c,e,b,k,s,n,f,t,p,w,o,v,p,p
c,a,j,b,f,s,n,f,t,p,w,o,v,d,p
m,k,d,a,f,y,n,f,t,p,w,o,v,d,p
a,c,f,c,f,y,e,f,t,p,w,o,v,p,p
p,b,d,a,f,y,e,f,t,p,w,o,v,l,p
h,i,j,b,f,y,n,f,t,p,w,o,v,d,p
a,j,j,c,x,s,e,f,t,p,w,o,v,l,p
a,g,h,b,f,y,n,f,t,p,w,o,v,d,p
k,j,a,a,f,s,n,f,t,p,w,o,v,d,p
g,n,a,a,f,s,e,f,t,p,w,o,v,p,p
e,m,c,b,x,s,n,f,t,p,w,o,v,d,p
k,i,b,c,f,y,e,f,t,p,w,o,v,d,p
a,k,f,c,k,y,n,f,t,p,w,o,v,l,p
l,h,i,b,f,s,n,f,t,p,w,o,v,p,p
j,b,i,b,f,y,n,f,t,p,w,o,v,p,p
e,c,b,b,f,s,e,f,t,p,w,o,v,l,p
l,o,c,a,x,s,n,f,t,p,w,o,v,l,p
j,g,g,c,f,s,e,f,t,p,w,o,v,p,p
c,b,f,a,x,s,e,f,t,p,w,o,v,d,p
r,j,g,a,f,y,e,f,t,p,w,o,v,d,p
i,o,e,c,x,s,e,f,t,p,w,o,v,p,p
f,a,c,a,f,s,e,f,t,p,w,o,v,p,p
l,a,g,c,f,s,n,f,t,p,w,o,v,p,p
h,h,d,c,x,s,n,f,t,p,w,o,v,p,p
d,f,d,c,x,s,e,f,t,p,w,o,v,d,p
i,h,i,b,f,s,e,f,t,p,w,o,v,d,p
s,c,i,a,x,s,e,f,t,p,w,o,v,l,p
p,o,b,c,x,s,n,f,t,p,w,o,v,l,p
i,c,a,b,f,s,e,f,t,p,w,o,v,d,p
i,h,b,a,x,y,e,f,t,p,w,o,v,l,p
s,d,h,c,x,s,n,f,t,p,w,o,v,p,p
i,g,g,c,x,y,e,f,t,p,w,o,v,p,p
f,l,e,c,f,s,e,f,t,p,w,o,v,l,p
s,d,d,a,x,s,e,f,t,p,w,o,v,d,p
q,a,b,b,f,y,n,f,t,p,w,o,v,l,p
a,c,d,a,x,s,e,f,t,p,w,o,v,l,p
h,a,b,b,x,s,n,f,t,p,w,o,v,l,p
p,l,c,b,f,s,e,f,t,p,w,o,v,d,p
k,g,c,a,x,s,e,f,t,p,w,o,v,d,p
h,c,d,c,f,s,n,f,t,p,w,o,v,l,p
i,a,h,a,x,y,e,f,t,p,w,o,v,p,p
j,b,f,b,f,y,e,f,t,p,w,o,v,d,p
e,b,i,b,x,y,e,f,t,p,w,o,v,p,p
o,l,h,c,k,y,n,f,t,p,w,o,v,l,p
s,j,c,c,f,y,n,f,t,p,w,o,v,l,p
i,c,g,a,x,y,e,f,t,p,w,o,v,l,p
d,m,j,a,f,s,n,f,t,p,w,o,v,p,p
g,g,a,b,x,s,e,f,t,p,w,o,v,d,p
a,h,a,b,f,s,e,f,t,p,w,o,v,d,p
i,n,d,a,x,f,g,f,e,p,w,t,s,g,e
e,k,a,b,x,s,e,f,t,p,w,o,v,p,p
d,n,e,a,f,s,n,f,t,p,w,o,v,l,p
r,a,i,c,f,s,n,f,t,p,w,o,v,p,p
q,i,f,b,x,s,e,f,t,p,w,o,v,l,p
o,k,i,a,x,s,e,f,t,p,w,o,v,l,p
n,o,h,a,x,s,e,f,t,p,w,o,v,l,p
g,n,b,a,f,y,e,f,t,p,w,o,v,d,p
k,d,b,a,b,f,g,f,e,p,w,t,s,g,e
j,k,d,b,f,y,n,f,t,p,w,o,v,d,p
h,i,j,c,f,y,e,f,t,p,w,o,v,d,p
i,m,f,c,f,y,n,f,t,p,w,o,v,d,p
b,b,j,c,f,s,n,f,t,p,w,o,v,l,p
e,e,j,c,f,y,n,f,t,p,w,o,v,d,p
c,a,d,a,x,y,e,f,t,p,w,o,v,d,p
e,m,j,b,f,y,n,f,t,p,w,o,v,l,p
f,d,g,b,x,s,n,f,t,p,w,o,v,d,p
b,f,g,c,f,y,e,f,t,p,w,o,v,d,p
r,k,c,b,k,f,g,f,e,p,w,t,s,g,e
h,l,h,b,b,s,n,a,e,p,n,o,c,l,e
e,f,a,c,f,s,n,f,t,p,w,o,v,l,p
a,c,a,c,x,s,n,f,t,p,w,o,v,p,p
e,b,e,b,f,y,n,f,t,p,w,o,v,l,p
j,m,a,b,f,s,e,f,t,p,w,o,v,l,p
k,i,c,a,f,y,n,f,t,p,w,o,v,l,p
f,f,b,c,f,s,n,f,t,p,w,o,v,d,p
c,n,i,a,f,y,e,f,t,p,w,o,v,p,p
e,j,e,c,f,y,e,f,t,p,w,o,v,l,p
b,f,f,a,f,s,n,f,t,p,w,o,v,l,p
d,l,d,a,x,s,e,f,t,p,w,o,v,d,p
l,d,b,c,x,f,w,f,e,p,w,t,n,g,e
m,e,j,b,f,s,n,f,t,p,w,o,v,p,p
s,h,i,b,x,s,e,f,t,p,w,o,v,l,p
g,k,a,c,x,s,n,f,t,p,w,o,v,d,p
o,j,g,c,x,s,n,f,t,p,w,o,v,l,p
o,e,b,b,x,s,n,f,t,p,w,o,v,d,p
e,h,g,c,k,y,n,f,t,p,w,o,v,d,p
k,i,e,b,f,s,n,f,t,p,w,o,v,p,p
g,b,i,a,x,y,e,f,t,p,w,o,v,p,p
c,m,c,b,f,s,n,f,t,p,w,o,v,p,p
s,a,j,b,f,s,n,f,t,p,w,o,v,d,p
h,a,d,a,x,s,n,f,t,p,w,o,v,l,p
s,l,e,a,x,s,n,f,t,p,w,o,v,d,p
r,d,g,c,x,y,e,f,t,p,w,o,v,l,p
r,a,c,b,f,s,e,f,t,p,w,o,v,d,p
s,o,a,a,f,s,e,f,t,p,w,o,v,l,p
k,b,b,c,f,y,n,f,t,p,w,o,v,p,p
b,m,g,c,x,s,e,f,t,p,w,o,v,l,p
e,m,j,a,f,s,e,f,t,p,w,o,v,l,p
a,m,g,b,f,y,e,f,t,p,w,o,v,d,p
n,b,d,c,f,y,e,f,t,p,w,o,v,l,p
l,k,a,c,x,y,e,f,t,p,w,o,v,l,p
r,o,b,c,f,y,n,f,t,p,w,o,v,l,p
m,i,b,a,f,s,n,f,t,p,w,o,v,l,p
a,a,f,b,f,s,n,f,t,p,w,o,v,p,p
m,j,e,a,k,y,e,f,t,p,w,o,v,l,p
g,o,a,c,f,s,e,f,t,p,w,o,v,l,p
g,f,d,c,x,s,e,f,t,p,w,o,v,p,p
e,o,i,a,x,y,e,f,t,p,w,o,v,p,p
m,d,e,b,f,y,e,f,t,p,w,o,v,l,p
j,c,d,c,x,y,e,f,t,p,w,o,v,d,p
d,l,e,c,f,y,e,f,t,p,w,o,v,l,p
q,c,d,b,f,y,n,f,t,p,w,o,v,d,p
c,a,f,b,f,y,e,f,t,p,w,o,v,l,p
d,c,j,a,x,y,e,f,t,p,w,o,v,p,p
g,c,h,c,x,s,e,f,t,p,w,o,v,d,p
i,j,c,a,f,s,e,f,t,p,w,o,v,l,p
b,m,d,b,f,s,e,f,t,p,w,o,v,p,p
j,n,c,c,x,s,e,f,t,p,w,o,v,p,p
h,e,i,a,f,s,e,f,t,p,w,o,v,p,p
g,c,f,a,f,s,e,f,t,p,w,o,v,p,p
n,m,d,b,f,s,n,f,t,p,w,o,v,l,p
d,n,c,b,f,y,e,f,t,p,w,o,v,d,p
b,n,h,a,f,y,n,f,t,p,w,o,v,p,p
j,i,a,b,k,s,e,f,t,p,w,o,v,l,p
h,j,b,c,f,s,n,f,t,p,w,o,v,d,p
o,j,a,c,f,y,n,f,t,p,w,o,v,p,p
h,i,c,c,f,s,e,f,t,p,w,o,v,l,p
k,d,d,b,f,y,e,f,t,p,w,o,v,l,p
e,f,b,b,x,s,n,f,t,p,w,o,v,p,p
q,d,a,a,k,y,n,f,t,p,w,o,v,p,p
g,c,a,a,x,y,e,f,t,p,w,o,v,d,p
m,o,h,c,x,s,e,f,t,p,w,o,v,l,p
i,b,c,a,x,s,g,f,e,p,w,t,n,g,e
g,d,a,b,k,y,n,f,t,p,w,o,v,d,p
c,b,a,a,x,s,n,f,t,p,w,o,v,p,p
d,h,d,a,f,s,n,f,t,p,w,o,v,p,p
h,j,b,b,f,s,n,f,t,p,w,o,v,p,p
h,g,g,b,x,s,e,f,t,p,w,o,v,p,p
i,i,d,a,f,s,e,f,t,p,w,o,v,l,p
b,m,b,b,f,y,e,f,t,p,w,o,v,l,p
n,e,f,a,f,y,e,f,t,p,w,o,v,p,p
s,j,e,a,f,s,n,f,t,p,w,o,v,l,p
c,d,d,c,f,s,e,f,t,p,w,o,v,p,p
c,o,h,a,x,s,n,f,t,p,w,o,v,p,p
e,n,a,c,f,s,e,f,t,p,w,o,v,l,p
g,j,d,c,x,s,e,f,t,p,w,o,v,p,p
o,e,f,c,f,s,e,f,t,p,w,o,v,d,p
g,c,c,c,f,y,e,f,t,p,w,o,v,p,p
m,i,d,c,k,y,e,f,t,p,w,o,v,p,p
h,k,f,c,f,s,n,f,t,p,w,o,v,p,p
p,m,i,c,k,y,e,f,t,p,w,o,v,d,p
p,m,c,c,f,s,e,f,t,p,w,o,v,l,p
i,d,d,a,f,y,e,f,t,p,w,o,v,l,p
m,l,c,c,f,s,e,f,t,p,w,o,v,l,p
o,h,b,a,b,s,n,a,e,p,o,o,c,l,e
i,o,a,c,x,s,n,f,t,p,w,o,v,d,p
e,h,j,a,f,y,e,f,t,p,w,o,v,l,p
i,d,f,a,f,y,n,f,t,p,w,o,v,d,p
d,h,g,b,f,s,e,f,t,p,w,o,v,d,p
q,c,i,a,f,y,n,f,t,p,w,o,v,p,p
r,a,e,a,k,y,n,f,e,p,w,n,c,d,p
l,c,a,a,x,s,e,f,t,p,w,o,v,p,p
q,n,b,b,f,s,e,f,t,p,w,o,v,l,p
s,k,b,a,k,y,n,f,t,p,w,o,v,d,p
h,h,e,c,f,s,e,f,t,p,w,o,v,p,p
n,o,g,a,k,s,w,f,e,p,w,t,s,g,e
s,b,e,b,f,y,n,f,t,p,w,o,v,l,p
m,a,f,a,f,y,n,f,t,p,w,o,v,d,p
h,g,e,a,f,y,n,f,t,p,w,o,v,p,p
e,e,i,b,f,s,n,f,t,p,w,o,v,d,p
m,b,b,c,f,s,n,f,t,p,w,o,v,l,p
i,c,b,b,f,y,e,f,t,p,w,o,v,p,p
a,a,j,c,x,s,e,f,t,p,w,o,v,d,p
j,e,i,c,f,y,n,f,t,p,w,o,v,p,p
m,l,d,c,x,s,n,f,t,p,w,o,v,p,p
o,a,d,c,x,s,e,f,t,p,w,o,v,l,p
h,f,g,c,x,s,e,f,t,p,w,o,v,l,p
s,a,g,c,f,y,e,f,t,p,w,o,v,d,p
f,d,e,c,x,s,n,f,t,p,w,o,v,d,p
a,l,d,b,x,s,e,f,t,p,w,o,v,p,p
a,g,d,b,f,s,n,f,t,p,w,o,v,l,p
g,d,j,b,x,s,n,f,t,p,w,o,v,l,p
q,i,b,b,f,y,e,f,t,p,w,o,v,d,p
s,b,g,c,x,s,n,f,t,p,w,o,v,d,p
m,l,h,c,f,y,e,f,t,p,w,o,v,l,p
m,d,c,c,f,s,e,f,t,p,w,o,v,p,p
q,j,c,a,f,y,n,f,t,p,w,o,v,l,p
m,i,f,c,f,y,n,f,t,p,w,o,v,d,p
g,c,g,c,x,y,e,f,t,p,w,o,v,d,p
b,j,i,c,k,f,g,f,e,p,w,t,n,g,e
p,e,h,c,x,s,e,f,t,p,w,o,v,d,p
q,j,a,a,k,y,n,f,t,p,w,o,v,d,p
l,n,h,c,k,y,n,f,t,p,w,o,v,d,p
o,f,a,b,x,y,e,f,t,p,w,o,v,p,p
n,a,d,c,f,s,e,f,t,p,w,o,v,l,p
q,m,j,b,f,s,n,f,t,p,w,o,v,l,p
l,k,h,a,f,s,e,f,t,p,w,o,v,p,p
c,o,g,a,x,s,e,f,t,p,w,o,v,p,p
h,d,b,b,f,s,n,f,t,p,w,o,v,d,p
s,m,a,c,f,y,e,f,t,p,w,o,v,p,p
s,n,e,b,x,s,n,f,t,p,w,o,v,l,p
c,c,j,b,x,y,e,f,t,p,w,o,v,p,p
l,f,b,a,f,s,e,f,t,p,w,o,v,p,p
l,b,a,a,x,s,n,f,t,p,w,o,v,d,p
a,a,j,b,f,s,n,f,t,p,w,o,v,p,p
q,h,d,c,x,s,n,a,e,p,o,o,v,l,e
o,b,d,a,k,s,n,f,t,p,w,o,v,p,p
b,h,c,b,f,s,n,f,t,p,w,o,v,l,p
q,c,g,b,k,y,e,f,t,p,w,o,v,p,p
f,j,h,b,x,y,c,f,e,p,w,t,y,p,e
b,a,d,c,b,s,n,a,e,p,n,o,c,l,e
d,f,e,b,k,s,g,f,e,p,w,t,n,g,e
l,g,j,b,x,f,g,f,e,p,w,t,s,g,e
f,c,c,a,x,s,n,f,t,p,w,o,v,d,p
l,i,i,c,k,y,e,f,t,p,w,o,v,p,p
o,f,h,b,x,s,n,a,e,p,n,o,c,l,e
s,n,h,a,k,s,e,f,t,p,w,o,v,d,p
g,c,g,a,b,y,y,f,e,p,y,o,c,l,p
p,f,e,c,x,s,e,f,t,p,w,o,v,d,p
n,g,b,a,b,s,g,f,e,p,w,t,n,g,e
s,e,i,a,k,y,e,f,t,p,w,o,v,p,p
q,f,d,c,k,s,e,f,t,p,w,o,v,p,p
c,i,c,b,f,s,e,f,t,p,w,o,v,d,p
j,m,h,c,f,y,n,f,t,p,w,o,v,p,p
h,k,b,c,f,s,e,f,t,p,w,o,v,d,p
a,m,e,c,k,f,g,f,e,p,w,t,s,g,e
d,g,i,c,k,s,n,f,t,p,w,o,v,p,p
h,o,b,b,k,s,e,f,t,p,w,o,v,d,p
h,d,d,a,f,s,e,f,t,p,w,o,v,l,p
p,a,h,b,b,f,g,f,e,p,w,t,n,g,e
s,g,d,b,f,y,n,f,t,p,w,o,v,d,p
l,h,g,a,f,s,n,f,t,p,w,o,v,p,p
f,f,j,b,f,s,n,a,e,p,n,o,c,l,e
b,f,j,b,x,y,p,f,e,p,w,t,y,p,e
r,g,e,b,f,s,n,f,t,p,w,o,v,d,p
j,l,i,c,k,y,e,f,t,p,w,o,v,l,p
q,d,h,c,f,s,n,f,t,p,w,o,v,l,p
c,j,a,a,b,s,w,f,e,p,w,t,n,g,e
c,j,i,a,x,y,e,f,t,p,w,o,v,p,p
o,i,b,a,f,y,e,f,t,p,w,o,v,l,p
h,d,d,c,f,s,e,f,t,p,w,o,v,l,p
o,f,d,c,k,y,n,f,t,p,w,o,v,d,p
n,c,c,b,x,f,w,f,e,p,w,t,s,g,e
h,f,f,c,b,s,w,f,e,p,w,t,n,g,e
l,c,g,b,k,s,e,f,t,p,w,o,v,l,p
n,l,f,b,f,y,n,f,t,p,w,o,v,l,p
l,g,h,c,f,y,n,f,e,p,w,t,v,p,e
c,n,e,a,k,s,n,f,t,p,w,o,v,d,p
h,n,i,c,k,s,n,f,t,p,w,o,v,l,p
j,h,h,a,f,y,n,f,t,p,w,o,v,l,p
j,g,g,b,f,y,e,a,e,p,w,n,c,d,p
n,o,h,b,x,s,e,f,t,p,w,o,v,d,p
c,f,i,c,k,y,e,f,t,p,w,o,v,p,p
i,b,g,a,x,s,n,f,t,p,w,o,v,l,p
o,a,i,a,k,s,e,f,t,p,w,o,v,l,p
f,l,a,a,k,y,n,f,t,p,w,o,v,l,p
e,g,b,a,f,y,e,f,t,p,w,o,v,p,p
e,e,a,b,x,f,w,f,e,p,w,t,s,g,e
s,d,e,a,k,s,n,f,t,p,w,o,v,d,p
p,c,b,a,f,s,n,f,t,p,w,o,v,p,p
l,j,f,c,k,s,e,f,t,p,w,o,v,d,p
q,e,i,c,k,s,e,f,t,p,w,o,v,l,p
g,l,g,c,k,y,n,f,t,p,w,o,v,l,p
f,c,f,a,k,f,w,f,e,p,w,t,s,g,e
c,a,a,a,k,s,n,f,t,p,w,o,v,p,p
r,j,e,b,k,y,n,f,t,p,w,o,v,l,p
h,j,j,a,k,s,n,f,t,p,w,o,v,l,p
r,j,f,c,k,s,e,f,t,p,w,o,v,d,p
a,o,a,a,x,s,n,f,t,p,w,o,v,l,p
a,b,c,b,x,y,e,f,t,p,w,o,v,l,p
c,d,c,a,f,s,e,f,t,p,w,o,v,p,p
e,a,i,a,k,y,n,f,t,p,w,o,v,d,p
j,g,c,c,b,s,n,f,e,p,w,t,y,d,e
r,b,d,a,f,s,n,f,t,p,w,o,v,p,p
q,b,i,a,k,y,e,f,t,p,w,o,v,d,p
d,i,e,a,x,s,n,f,e,p,w,t,y,d,e
d,j,b,a,f,s,n,f,t,p,w,o,v,d,p
j,f,g,b,k,s,n,f,t,p,w,o,v,l,p
b,o,f,b,f,y,n,f,t,p,w,o,v,p,p
s,m,e,a,x,s,n,f,t,p,w,o,v,p,p
o,c,f,c,k,f,w,f,e,p,w,t,s,g,e
a,i,j,a,f,y,e,f,t,p,w,o,v,d,p
g,d,c,c,x,s,e,f,t,p,w,o,v,p,p
l,a,a,b,x,s,n,f,t,p,w,o,v,l,p
l,m,j,b,f,s,n,f,t,p,w,o,v,p,p
f,c,d,a,k,s,n,f,t,p,w,o,v,l,p
j,d,d,c,k,s,e,f,t,p,w,o,v,p,p
r,f,e,a,k,s,e,f,t,p,w,o,v,l,p
s,n,d,b,x,s,e,f,t,p,w,o,v,d,p
h,n,d,a,b,s,n,f,e,p,w,t,y,p,e
d,e,f,a,k,s,e,f,t,p,w,o,v,p,p
r,g,e,c,x,s,n,f,t,p,w,o,v,p,p
g,j,e,a,x,y,e,f,t,p,w,o,v,p,p
f,a,j,b,f,s,e,f,t,p,w,o,v,l,p
d,c,j,b,b,s,n,a,e,p,n,o,c,l,e
d,o,g,c,k,s,g,f,e,p,w,t,n,g,e
a,j,a,c,k,y,e,f,e,p,w,n,c,d,p
b,f,h,a,k,y,e,f,t,p,w,o,v,l,p
o,h,a,a,f,s,e,f,t,p,w,o,v,d,p
o,c,c,b,k,s,n,a,e,p,o,o,c,l,e
f,d,i,c,f,y,e,f,t,p,w,o,v,d,p
k,j,e,c,k,y,e,f,t,p,w,o,v,d,p
k,m,b,b,k,f,w,f,e,p,w,t,s,g,e
c,j,g,c,x,s,g,f,e,p,w,t,s,g,e
i,m,d,c,k,s,n,a,e,p,o,o,v,l,e
o,o,b,b,k,y,e,f,t,p,w,o,v,d,p
p,e,c,c,k,y,n,f,t,p,w,o,v,l,p
k,n,c,c,k,s,e,f,t,p,w,o,v,p,p
m,k,a,b,x,s,w,f,e,p,w,t,s,g,e
p,i,d,b,k,s,w,f,e,p,w,t,n,g,e
l,a,e,b,k,s,w,f,e,p,w,t,s,g,e
e,e,f,a,k,s,e,f,t,p,w,o,v,l,p
f,f,d,b,x,s,e,f,t,p,w,o,v,p,p
i,n,i,b,k,s,g,f,e,p,w,t,s,g,e
k,o,f,c,x,f,w,f,e,p,w,t,s,g,e
h,n,f,c,k,y,e,f,t,p,w,o,v,d,p
s,j,a,b,b,s,w,f,e,p,w,t,s,g,e
j,h,g,a,k,s,e,f,t,p,w,o,v,p,p
i,f,f,a,f,s,n,f,t,p,w,o,v,p,p
d,b,a,a,f,y,n,f,t,p,w,o,v,d,p
k,a,d,b,k,s,g,f,e,p,w,t,s,g,e
f,g,c,c,x,s,w,f,e,p,w,t,n,g,e
j,i,c,b,f,y,e,f,t,p,w,o,v,p,p
f,o,i,a,x,s,e,f,t,p,w,o,v,d,p
n,i,h,a,x,f,w,f,e,p,w,t,s,g,e
i,c,g,b,k,f,w,f,e,p,w,t,n,g,e
m,d,a,b,f,s,e,f,t,p,w,o,v,d,p
l,h,c,b,f,s,g,f,e,p,w,t,v,p,e
s,e,j,c,k,s,e,f,t,p,w,o,v,d,p
